total_quantity,total_revenue,date,hour,product
7,108.97,2017-03-09,9,notepad
10,199.88,2017-03-09,8,notepad
3,46.41,2017-03-09,9,pens
4,203.64,2017-03-09,8,pens
7,82.04,2017-03-09,8,printer paper
10,247.6,2017-03-09,9,printer paper
9,143.55,2017-03-10,18,binder
3,35.37,2017-03-10,17,binder
6,57.78,2017-03-10,17,envelopes
9,100.14,2017-03-10,18,envelopes
3,3809.64,2017-03-10,18,laptop
4,114.88,2017-03-10,17,notepad
2,32.92,2017-03-10,18,notepad
9,108.76,2017-03-10,18,pens
6,149.24,2017-03-10,17,pens
2,93.26,2017-03-10,17,printer paper
9,277.65,2017-03-10,18,printer paper
2,315.84,2017-03-11,10,backpack
5,141.15,2017-03-11,10,binder
3,48.24,2017-03-11,10,notepad
2,45.86,2017-03-12,19,binder
1,1040.92,2017-03-12,19,laptop
3,52.15,2017-03-12,19,notepad
4,176.72,2017-03-12,19,pens
3,402.84,2017-03-13,13,backpack
16,416.32,2017-03-13,13,binder
4,96.68,2017-03-13,12,binder
6,143.52,2017-03-13,16,envelopes
20,212.6,2017-03-13,12,envelopes
5,62.1,2017-03-13,13,envelopes
4,130.91,2017-03-13,13,notepad
12,230.47,2017-03-13,16,notepad
7,201.75,2017-03-13,13,pens
3,28.41,2017-03-13,12,pens
1,25.85,2017-03-13,13,printer paper
4,777.08,2017-03-14,22,backpack
5,121.0,2017-03-14,22,binder
3,69.27,2017-03-14,19,binder
3,62.28,2017-03-14,22,envelopes
4,2012.84,2017-03-14,22,laptop
1,29.7,2017-03-14,22,notepad
9,207.66,2017-03-14,19,notepad
2,35.58,2017-03-14,19,pens
8,230.04,2017-03-14,22,pens
10,413.5,2017-03-14,19,printer paper
9,246.06,2017-03-14,22,printer paper
9,130.5,2017-03-15,10,binder
1,16.03,2017-03-15,10,envelopes
4,62.96,2017-03-15,10,notepad
4,124.12,2017-03-15,10,pens
2,177.58,2017-03-17,12,backpack
5,212.65,2017-03-17,17,backpack
1,10.31,2017-03-17,12,binder
14,139.09,2017-03-17,17,envelopes
4,5242.52,2017-03-17,12,laptop
10,310.45,2017-03-17,17,notepad
4,146.8,2017-03-17,12,notepad
3,136.35,2017-03-17,17,pens
3,114.39,2017-03-17,12,pens
4,72.36,2017-03-17,12,printer paper
5,528.5,2017-03-18,14,backpack
4,166.08,2017-03-18,1,backpack
8,187.52,2017-03-18,14,binder
12,264.4,2017-03-18,1,envelopes
14,81.58,2017-03-18,14,envelopes
5,6278.0,2017-03-18,14,laptop
2,1388.16,2017-03-18,1,laptop
3,83.49,2017-03-18,1,notepad
6,149.73,2017-03-18,14,notepad
5,125.95,2017-03-18,14,pens
6,205.32,2017-03-18,1,pens
1,28.58,2017-03-18,1,printer paper
1,19.28,2017-03-18,14,printer paper
5,855.75,2017-03-19,0,backpack
3,552.72,2017-03-19,11,backpack
9,222.58,2017-03-19,0,binder
5,97.15,2017-03-19,11,binder
5,92.2,2017-03-19,11,envelopes
6,87.94,2017-03-19,0,envelopes
1,663.21,2017-03-19,11,laptop
5,4999.4,2017-03-19,0,laptop
12,257.33,2017-03-19,11,notepad
10,140.0,2017-03-19,0,notepad
7,377.09,2017-03-19,11,pens
4,189.84,2017-03-19,0,pens
10,354.8,2017-03-19,11,printer paper
10,293.0,2017-03-19,0,printer paper
1,113.63,2017-03-20,12,backpack
1,136.28,2017-03-20,10,backpack
5,645.8,2017-03-20,16,backpack
10,212.7,2017-03-20,9,binder
12,245.06,2017-03-20,10,binder
1,25.96,2017-03-20,12,binder
17,254.91,2017-03-20,12,envelopes
1,23.58,2017-03-20,10,envelopes
2,1638.92,2017-03-20,10,laptop
1,1478.76,2017-03-20,16,laptop
5,6328.25,2017-03-20,9,laptop
9,8609.74,2017-03-20,12,laptop
8,222.0,2017-03-20,9,notepad
2,61.22,2017-03-20,16,notepad
2,39.86,2017-03-20,10,notepad
8,123.55,2017-03-20,12,notepad
13,766.81,2017-03-20,12,pens
6,173.14,2017-03-20,9,pens
5,126.56,2017-03-20,10,pens
1,50.66,2017-03-20,16,pens
4,95.72,2017-03-20,10,printer paper
4,179.6,2017-03-20,9,printer paper
7,141.19,2017-03-20,16,printer paper
10,138.67,2017-03-20,12,printer paper
5,565.65,2017-03-21,0,backpack
17,224.52,2017-03-21,1,binder
10,240.8,2017-03-21,10,binder
13,125.94,2017-03-21,4,envelopes
12,241.64,2017-03-21,1,envelopes
3,74.7,2017-03-21,0,envelopes
4,2261.68,2017-03-21,1,laptop
2,1858.16,2017-03-21,0,laptop
8,98.09,2017-03-21,1,notepad
7,242.13,2017-03-21,0,notepad
3,156.18,2017-03-21,0,pens
5,180.65,2017-03-21,1,pens
4,168.48,2017-03-21,0,printer paper
5,472.65,2017-03-23,12,backpack
9,135.63,2017-03-23,12,binder
9,197.5,2017-03-23,12,notepad
2,131.02,2017-03-23,12,pens
5,193.5,2017-03-23,19,pens
4,123.76,2017-03-23,12,printer paper
4,767.52,2017-03-24,17,backpack
3,514.47,2017-03-24,12,backpack
5,725.9,2017-03-24,7,backpack
6,112.14,2017-03-24,12,binder
18,364.76,2017-03-24,7,binder
2,40.48,2017-03-24,17,binder
9,171.9,2017-03-24,7,envelopes
6,107.34,2017-03-24,12,envelopes
1,455.71,2017-03-24,12,laptop
6,8623.76,2017-03-24,7,laptop
12,285.85,2017-03-24,7,notepad
7,105.1,2017-03-24,12,notepad
9,137.7,2017-03-24,17,notepad
10,206.15,2017-03-24,7,pens
2,148.08,2017-03-24,12,pens
1,158.66,2017-03-25,1,backpack
3,513.0,2017-03-25,20,backpack
8,153.6,2017-03-25,1,binder
12,174.68,2017-03-25,20,binder
1,13.51,2017-03-25,15,envelopes
3,73.68,2017-03-25,1,envelopes
3,74.28,2017-03-25,20,envelopes
4,2693.36,2017-03-25,1,laptop
3,3981.99,2017-03-25,15,laptop
3,88.38,2017-03-25,20,notepad
12,248.25,2017-03-25,15,notepad
2,116.4,2017-03-25,20,pens
1,8.98,2017-03-25,15,pens
6,152.76,2017-03-25,20,printer paper
10,937.1,2017-03-26,12,backpack
8,83.04,2017-03-26,0,binder
11,281.54,2017-03-26,12,binder
12,211.17,2017-03-26,12,envelopes
1,921.88,2017-03-26,0,laptop
6,7938.75,2017-03-26,12,laptop
21,658.65,2017-03-26,12,notepad
13,214.96,2017-03-26,0,notepad
5,58.35,2017-03-26,13,notepad
14,481.63,2017-03-26,12,pens
9,157.33,2017-03-26,0,pens
18,665.44,2017-03-26,12,printer paper
5,303.75,2017-03-27,19,backpack
5,717.9,2017-03-27,18,backpack
4,72.8,2017-03-27,18,binder
7,170.1,2017-03-27,18,envelopes
3,441.75,2017-03-28,11,backpack
4,93.56,2017-03-28,15,binder
8,130.64,2017-03-28,18,binder
2,53.56,2017-03-28,11,binder
7,142.87,2017-03-28,11,envelopes
9,144.72,2017-03-28,15,envelopes
2,3015.34,2017-03-28,11,laptop
4,2450.36,2017-03-28,15,laptop
9,149.94,2017-03-28,15,notepad
4,90.92,2017-03-28,11,notepad
6,162.32,2017-03-28,15,pens
2,95.28,2017-03-28,11,pens
8,233.92,2017-03-28,15,printer paper
3,330.12,2017-03-29,5,backpack
2,228.14,2017-03-29,22,backpack
4,717.04,2017-03-29,8,backpack
1,26.97,2017-03-29,5,binder
8,184.48,2017-03-29,13,binder
6,75.54,2017-03-29,8,binder
7,77.14,2017-03-29,22,binder
12,218.01,2017-03-29,20,binder
5,88.1,2017-03-29,9,envelopes
4,51.16,2017-03-29,13,envelopes
9,133.83,2017-03-29,22,envelopes
9,199.35,2017-03-29,8,envelopes
12,154.45,2017-03-29,5,envelopes
18,357.74,2017-03-29,20,envelopes
3,3428.97,2017-03-29,20,laptop
2,34.98,2017-03-29,14,notepad
1,16.79,2017-03-29,13,notepad
7,210.36,2017-03-29,8,notepad
4,134.87,2017-03-29,20,notepad
4,80.58,2017-03-29,22,notepad
5,127.8,2017-03-29,14,pens
5,293.2,2017-03-29,20,pens
1,51.91,2017-03-29,22,pens
9,151.74,2017-03-29,8,printer paper
7,274.4,2017-03-29,9,printer paper
1,35.17,2017-03-29,20,printer paper
8,124.88,2017-03-29,13,printer paper
5,82.95,2017-03-29,22,printer paper
1,118.5,2017-03-30,15,backpack
1,26.45,2017-03-30,15,notepad
10,373.3,2017-03-30,15,printer paper
1,180.12,2017-03-31,5,backpack
4,607.52,2017-03-31,14,backpack
13,244.71,2017-03-31,5,binder
6,42.71,2017-03-31,5,envelopes
10,212.0,2017-03-31,14,envelopes
2,1820.92,2017-03-31,14,laptop
4,78.4,2017-03-31,5,notepad
1,25.83,2017-03-31,14,notepad
4,245.71,2017-03-31,5,pens
3,135.84,2017-03-31,14,pens
8,130.08,2017-03-31,5,printer paper
2,96.22,2017-04-01,18,backpack
10,139.23,2017-04-01,18,binder
5,83.64,2017-04-01,18,envelopes
10,249.21,2017-04-01,18,notepad
3,62.97,2017-04-01,18,pens
10,309.9,2017-04-01,18,printer paper
4,629.84,2017-04-02,19,backpack
3,47.27,2017-04-02,7,binder
1,11.57,2017-04-02,19,envelopes
1,18.69,2017-04-02,7,envelopes
2,2101.74,2017-04-02,7,laptop
2,59.4,2017-04-02,19,notepad
8,192.36,2017-04-02,7,notepad
6,375.12,2017-04-02,7,pens
2,388.84,2017-04-04,9,backpack
2,40.8,2017-04-04,3,binder
6,135.72,2017-04-04,3,envelopes
2,2614.44,2017-04-04,3,laptop
2,55.04,2017-04-04,15,notepad
3,120.57,2017-04-04,15,pens
4,155.52,2017-04-04,9,printer paper
7,168.5,2017-04-05,22,binder
5,90.7,2017-04-05,6,binder
9,169.11,2017-04-05,22,envelopes
3,78.18,2017-04-05,22,notepad
5,168.35,2017-04-05,6,notepad
6,101.23,2017-04-05,22,pens
3,146.34,2017-04-05,22,printer paper
5,52.8,2017-04-06,11,binder
4,73.22,2017-04-06,15,binder
1,16.89,2017-04-06,11,envelopes
8,165.63,2017-04-06,3,envelopes
7,100.13,2017-04-06,15,envelopes
2,2233.58,2017-04-06,11,laptop
3,107.07,2017-04-06,3,notepad
1,36.36,2017-04-06,15,notepad
7,192.1,2017-04-06,11,notepad
4,214.16,2017-04-06,11,pens
6,210.38,2017-04-06,3,pens
3,84.45,2017-04-06,15,printer paper
1,16.83,2017-04-06,3,printer paper
3,42.33,2017-04-06,11,printer paper
4,711.8,2017-04-07,23,backpack
2,220.24,2017-04-07,21,backpack
12,230.36,2017-04-07,21,binder
6,129.78,2017-04-07,6,binder
8,145.2,2017-04-07,21,envelopes
10,174.1,2017-04-07,1,envelopes
3,1206.39,2017-04-07,21,laptop
3,2668.68,2017-04-07,1,laptop
7,181.53,2017-04-07,23,notepad
7,121.3,2017-04-07,1,notepad
10,278.75,2017-04-07,21,notepad
4,135.96,2017-04-07,6,notepad
8,109.32,2017-04-07,23,pens
5,290.9,2017-04-07,1,pens
6,69.06,2017-04-07,1,printer paper
7,337.26,2017-04-07,21,printer paper
4,115.18,2017-04-08,17,binder
7,171.15,2017-04-08,4,binder
9,221.1,2017-04-08,0,binder
11,151.01,2017-04-08,0,envelopes
5,5481.45,2017-04-08,17,laptop
5,5796.15,2017-04-08,4,laptop
5,7191.35,2017-04-08,0,laptop
3,2240.1,2017-04-08,2,laptop
5,155.29,2017-04-08,2,notepad
6,177.38,2017-04-08,0,notepad
3,23.67,2017-04-08,12,notepad
6,121.88,2017-04-08,17,notepad
5,155.95,2017-04-08,4,notepad
4,268.96,2017-04-08,0,pens
4,181.44,2017-04-08,17,pens
1,5.59,2017-04-08,2,pens
8,303.76,2017-04-08,2,printer paper
6,227.46,2017-04-08,17,printer paper
6,273.18,2017-04-08,0,printer paper
9,200.34,2017-04-08,12,printer paper
4,322.66,2017-04-09,21,backpack
4,387.0,2017-04-09,19,backpack
5,78.9,2017-04-09,19,binder
8,160.32,2017-04-09,21,binder
9,192.69,2017-04-09,21,envelopes
4,1983.16,2017-04-09,21,laptop
5,2563.3,2017-04-09,19,laptop
6,77.52,2017-04-09,19,notepad
7,352.41,2017-04-09,19,pens
10,454.26,2017-04-09,21,pens
2,63.48,2017-04-09,19,printer paper
7,121.45,2017-04-09,21,printer paper
4,517.04,2017-04-10,4,backpack
5,792.65,2017-04-10,7,backpack
4,637.04,2017-04-10,5,backpack
6,95.82,2017-04-10,5,binder
15,408.8,2017-04-10,7,binder
15,240.7,2017-04-10,3,binder
3,64.65,2017-04-10,4,binder
8,164.8,2017-04-10,7,envelopes
7,74.2,2017-04-10,3,envelopes
12,191.01,2017-04-10,4,envelopes
1,1528.06,2017-04-10,4,laptop
3,3178.65,2017-04-10,5,laptop
5,6384.5,2017-04-10,3,laptop
1,1287.6,2017-04-10,7,laptop
2,22.68,2017-04-10,8,notepad
5,138.14,2017-04-10,5,notepad
7,160.08,2017-04-10,3,notepad
7,158.89,2017-04-10,4,notepad
8,175.96,2017-04-10,7,notepad
6,283.4,2017-04-10,4,pens
2,148.68,2017-04-10,7,pens
1,25.77,2017-04-10,5,pens
3,38.15,2017-04-10,3,pens
7,334.46,2017-04-10,5,printer paper
7,261.66,2017-04-10,3,printer paper
4,87.08,2017-04-10,4,printer paper
4,24.2,2017-04-11,6,envelopes
2,3129.5,2017-04-11,6,laptop
2,53.32,2017-04-11,6,pens
6,252.84,2017-04-11,6,printer paper
4,590.6,2017-04-12,12,backpack
3,587.55,2017-04-12,19,backpack
14,198.54,2017-04-12,19,binder
4,109.12,2017-04-12,12,binder
6,169.02,2017-04-12,3,binder
3,70.38,2017-04-12,5,binder
17,345.61,2017-04-12,20,binder
17,161.53,2017-04-12,12,envelopes
10,133.5,2017-04-12,20,envelopes
11,162.5,2017-04-12,5,envelopes
9,85.41,2017-04-12,19,envelopes
3,4265.67,2017-04-12,12,laptop
3,2434.32,2017-04-12,19,laptop
1,695.35,2017-04-12,5,laptop
4,42.28,2017-04-12,19,notepad
8,158.4,2017-04-12,12,notepad
4,89.16,2017-04-12,20,notepad
3,87.78,2017-04-12,5,notepad
3,48.21,2017-04-12,3,notepad
6,229.9,2017-04-12,12,pens
9,560.96,2017-04-12,5,pens
7,437.21,2017-04-12,20,pens
8,296.29,2017-04-12,19,pens
3,74.88,2017-04-12,20,printer paper
10,102.2,2017-04-12,19,printer paper
3,385.74,2017-04-13,21,backpack
10,204.3,2017-04-13,0,binder
14,181.62,2017-04-13,21,envelopes
1,1176.47,2017-04-13,21,laptop
4,106.56,2017-04-13,0,notepad
11,192.2,2017-04-13,21,notepad
4,200.96,2017-04-13,21,pens
5,164.15,2017-04-13,21,printer paper
4,374.56,2017-04-14,18,backpack
5,308.25,2017-04-14,10,backpack
2,351.08,2017-04-14,8,backpack
1,28.57,2017-04-14,8,binder
6,126.42,2017-04-14,18,binder
3,67.11,2017-04-14,10,binder
8,124.0,2017-04-14,10,envelopes
2,2504.36,2017-04-14,8,laptop
3,2831.7,2017-04-14,10,laptop
4,2423.52,2017-04-14,18,laptop
7,84.75,2017-04-14,10,notepad
1,16.04,2017-04-14,8,notepad
4,42.52,2017-04-14,18,pens
3,96.42,2017-04-14,8,printer paper
1,42.84,2017-04-14,18,printer paper
1,99.43,2017-04-16,13,backpack
1,147.6,2017-04-16,0,backpack
5,77.19,2017-04-16,0,binder
6,95.34,2017-04-16,13,envelopes
5,106.86,2017-04-16,13,notepad
1,34.4,2017-04-16,10,pens
8,338.36,2017-04-16,13,pens
2,321.64,2017-04-17,18,backpack
3,333.72,2017-04-17,9,backpack
10,222.6,2017-04-17,18,binder
13,265.89,2017-04-17,9,binder
7,92.74,2017-04-17,9,envelopes
5,159.8,2017-04-17,9,notepad
3,50.55,2017-04-17,17,notepad
7,115.46,2017-04-17,18,notepad
1,59.14,2017-04-17,9,pens
2,62.04,2017-04-17,18,pens
3,391.17,2017-04-18,22,backpack
19,366.94,2017-04-18,8,binder
18,216.05,2017-04-18,22,binder
7,80.55,2017-04-18,8,envelopes
6,125.6,2017-04-18,22,envelopes
4,5888.92,2017-04-18,8,laptop
22,545.78,2017-04-18,22,notepad
10,493.3,2017-04-18,22,pens
3,146.19,2017-04-18,22,printer paper
5,826.15,2017-04-20,0,backpack
4,656.52,2017-04-20,16,backpack
2,127.4,2017-04-20,13,backpack
8,193.75,2017-04-20,0,binder
7,137.55,2017-04-20,21,binder
9,190.53,2017-04-20,13,binder
5,96.0,2017-04-20,21,envelopes
11,177.78,2017-04-20,16,envelopes
4,37.44,2017-04-20,0,envelopes
3,3466.23,2017-04-20,13,laptop
4,5951.24,2017-04-20,21,laptop
3,2591.34,2017-04-20,0,laptop
5,7124.8,2017-04-20,16,laptop
5,67.56,2017-04-20,0,notepad
7,149.91,2017-04-20,16,notepad
2,18.42,2017-04-20,21,notepad
7,141.99,2017-04-20,13,notepad
5,65.85,2017-04-20,0,pens
2,31.46,2017-04-20,13,pens
5,136.75,2017-04-20,16,pens
3,43.83,2017-04-20,21,pens
4,38.16,2017-04-20,19,pens
1,14.51,2017-04-20,21,printer paper
4,177.28,2017-04-21,10,backpack
4,581.56,2017-04-21,18,backpack
18,458.9,2017-04-21,10,binder
10,251.1,2017-04-21,18,binder
1,17.82,2017-04-21,20,binder
3,63.51,2017-04-21,4,binder
10,160.61,2017-04-21,10,envelopes
6,45.24,2017-04-21,18,envelopes
4,5811.36,2017-04-21,20,laptop
3,61.35,2017-04-21,20,notepad
3,48.9,2017-04-21,18,notepad
3,48.81,2017-04-21,10,notepad
4,310.8,2017-04-21,18,pens
4,148.48,2017-04-21,10,pens
1,25.88,2017-04-21,20,printer paper
6,290.82,2017-04-21,10,printer paper
4,634.72,2017-04-22,22,backpack
10,148.44,2017-04-22,22,envelopes
5,7877.55,2017-04-22,22,laptop
7,134.47,2017-04-22,22,notepad
10,309.95,2017-04-22,22,pens
3,375.24,2017-04-23,6,backpack
16,216.31,2017-04-23,1,binder
1,6.77,2017-04-23,1,envelopes
3,53.61,2017-04-23,6,envelopes
2,1603.3,2017-04-23,6,laptop
11,284.13,2017-04-23,1,notepad
7,84.28,2017-04-23,6,notepad
4,133.22,2017-04-23,6,pens
5,154.1,2017-04-23,1,pens
2,25.76,2017-04-23,1,printer paper
5,80.25,2017-04-23,6,printer paper
3,337.74,2017-04-24,3,backpack
9,132.09,2017-04-24,3,binder
15,178.25,2017-04-24,3,envelopes
3,4443.27,2017-04-24,14,laptop
2,15.1,2017-04-24,4,notepad
6,74.34,2017-04-24,3,notepad
2,20.1,2017-04-24,4,pens
4,248.16,2017-04-24,3,pens
1,47.2,2017-04-24,3,printer paper
2,216.54,2017-04-25,16,backpack
1,23.07,2017-04-25,18,binder
10,283.0,2017-04-25,8,binder
10,153.2,2017-04-25,15,binder
3,73.8,2017-04-25,16,binder
3,66.33,2017-04-25,16,envelopes
9,133.49,2017-04-25,8,envelopes
3,2169.96,2017-04-25,18,laptop
4,114.58,2017-04-25,8,notepad
5,136.3,2017-04-25,15,notepad
5,108.85,2017-04-25,16,notepad
5,195.9,2017-04-25,18,notepad
6,108.38,2017-04-25,16,pens
5,308.35,2017-04-25,8,pens
2,57.2,2017-04-25,18,pens
4,196.4,2017-04-25,16,printer paper
5,262.25,2017-04-26,4,backpack
2,382.0,2017-04-26,14,backpack
3,236.19,2017-04-26,12,backpack
5,282.05,2017-04-26,10,backpack
1,20.32,2017-04-26,10,binder
5,122.05,2017-04-26,4,binder
8,125.76,2017-04-26,9,binder
6,133.5,2017-04-26,14,binder
6,175.14,2017-04-26,0,binder
2,55.76,2017-04-26,12,binder
10,123.66,2017-04-26,9,envelopes
7,163.55,2017-04-26,10,envelopes
10,195.08,2017-04-26,4,envelopes
10,199.5,2017-04-26,14,envelopes
14,125.1,2017-04-26,12,envelopes
5,5363.25,2017-04-26,4,laptop
4,1688.92,2017-04-26,14,laptop
4,67.32,2017-04-26,14,notepad
1,9.37,2017-04-26,12,notepad
8,213.03,2017-04-26,10,notepad
6,42.51,2017-04-26,9,notepad
6,117.98,2017-04-26,4,notepad
3,159.72,2017-04-26,14,pens
3,170.79,2017-04-26,4,pens
5,126.24,2017-04-26,10,pens
3,119.79,2017-04-26,12,pens
5,274.93,2017-04-26,9,pens
1,21.24,2017-04-26,14,printer paper
7,175.98,2017-04-26,10,printer paper
3,122.07,2017-04-26,9,printer paper
9,527.78,2017-04-27,8,backpack
11,184.57,2017-04-27,8,binder
7,45.43,2017-04-27,3,envelopes
1,18.68,2017-04-27,16,envelopes
13,136.89,2017-04-27,8,envelopes
8,184.8,2017-04-27,8,notepad
4,87.68,2017-04-27,16,notepad
8,598.58,2017-04-27,8,pens
7,277.55,2017-04-27,8,printer paper
9,161.64,2017-04-28,7,envelopes
9,160.26,2017-04-28,10,envelopes
2,2647.48,2017-04-28,10,laptop
1,864.58,2017-04-28,7,laptop
1,31.52,2017-04-28,7,notepad
6,209.14,2017-04-28,10,notepad
3,190.98,2017-04-28,7,pens
5,236.25,2017-04-28,12,pens
5,489.5,2017-04-29,5,backpack
12,259.08,2017-04-29,5,binder
2,12.88,2017-04-29,5,envelopes
2,1847.18,2017-04-29,5,laptop
10,194.87,2017-04-29,5,notepad
5,367.3,2017-04-29,5,pens
8,971.48,2017-04-30,5,backpack
4,76.4,2017-04-30,14,binder
8,113.44,2017-04-30,22,binder
19,420.14,2017-04-30,5,binder
13,230.42,2017-04-30,5,envelopes
5,4283.35,2017-04-30,22,laptop
7,5559.67,2017-04-30,5,laptop
20,498.1,2017-04-30,5,notepad
5,188.3,2017-04-30,22,notepad
6,423.74,2017-04-30,5,pens
1,10.24,2017-04-30,22,printer paper
3,483.3,2017-05-01,6,backpack
6,168.05,2017-05-01,6,binder
19,449.0,2017-05-01,13,binder
10,101.9,2017-05-01,6,envelopes
5,4853.3,2017-05-01,13,laptop
5,2169.6,2017-05-01,6,laptop
11,233.63,2017-05-01,6,notepad
9,628.21,2017-05-01,6,pens
5,58.0,2017-05-01,13,pens
10,211.1,2017-05-02,4,binder
15,289.55,2017-05-02,5,binder
10,259.6,2017-05-02,11,binder
9,201.96,2017-05-02,4,envelopes
7,78.26,2017-05-02,5,envelopes
4,80.44,2017-05-02,11,envelopes
1,579.78,2017-05-02,11,laptop
2,2372.8,2017-05-02,9,laptop
1,408.01,2017-05-02,4,laptop
8,163.63,2017-05-02,5,notepad
4,103.64,2017-05-02,19,notepad
2,39.66,2017-05-02,11,notepad
9,635.46,2017-05-02,11,pens
16,430.63,2017-05-02,5,pens
1,22.03,2017-05-02,9,pens
7,134.26,2017-05-02,4,printer paper
3,79.29,2017-05-02,5,printer paper
1,167.21,2017-05-03,19,backpack
2,26.88,2017-05-03,13,binder
10,266.35,2017-05-03,14,binder
2,13.92,2017-05-03,14,envelopes
12,256.02,2017-05-03,19,envelopes
12,199.4,2017-05-03,23,envelopes
4,2555.68,2017-05-03,19,laptop
3,3798.63,2017-05-03,13,laptop
5,3033.5,2017-05-03,23,laptop
4,51.72,2017-05-03,8,notepad
7,127.62,2017-05-03,19,notepad
6,108.12,2017-05-03,23,notepad
1,32.17,2017-05-03,14,notepad
5,115.65,2017-05-03,13,notepad
3,114.18,2017-05-03,8,pens
2,10.6,2017-05-03,13,pens
2,134.26,2017-05-03,14,pens
4,144.88,2017-05-03,23,pens
3,39.0,2017-05-03,14,printer paper
2,47.96,2017-05-03,13,printer paper
6,197.58,2017-05-03,8,printer paper
2,93.46,2017-05-03,19,printer paper
2,180.66,2017-05-04,21,backpack
7,54.46,2017-05-04,21,envelopes
3,164.13,2017-05-04,1,pens
1,10.81,2017-05-04,21,pens
2,373.48,2017-05-05,10,backpack
4,789.6,2017-05-05,5,backpack
17,424.89,2017-05-05,10,binder
10,216.86,2017-05-05,5,binder
11,286.09,2017-05-05,17,binder
12,180.0,2017-05-05,17,envelopes
11,189.98,2017-05-05,10,envelopes
1,10.03,2017-05-05,5,envelopes
1,1477.48,2017-05-05,17,laptop
1,1375.67,2017-05-05,5,laptop
8,6738.36,2017-05-05,10,laptop
9,210.09,2017-05-05,5,notepad
15,449.76,2017-05-05,10,notepad
5,143.54,2017-05-05,17,notepad
2,16.96,2017-05-05,5,pens
5,168.08,2017-05-05,17,pens
8,514.03,2017-05-05,10,pens
10,140.2,2017-05-05,10,printer paper
10,418.0,2017-05-05,5,printer paper
4,59.72,2017-05-05,17,printer paper
1,86.73,2017-05-06,21,backpack
3,140.85,2017-05-06,9,backpack
8,170.96,2017-05-06,9,binder
4,92.88,2017-05-06,21,envelopes
3,39.15,2017-05-06,9,envelopes
1,1243.19,2017-05-06,21,laptop
3,3549.39,2017-05-06,9,laptop
6,87.2,2017-05-06,21,notepad
1,25.26,2017-05-06,9,notepad
3,64.11,2017-05-06,21,pens
8,256.48,2017-05-06,9,printer paper
4,158.12,2017-05-06,21,printer paper
1,188.1,2017-05-07,19,backpack
5,700.45,2017-05-07,22,backpack
4,108.52,2017-05-07,12,binder
13,228.81,2017-05-07,22,binder
9,135.99,2017-05-07,20,binder
8,101.4,2017-05-07,19,binder
8,88.0,2017-05-07,19,envelopes
12,118.38,2017-05-07,12,envelopes
7,105.62,2017-05-07,22,envelopes
5,68.8,2017-05-07,20,envelopes
2,1280.04,2017-05-07,22,laptop
4,4058.92,2017-05-07,12,laptop
1,1106.02,2017-05-07,19,laptop
5,66.35,2017-05-07,20,notepad
12,333.18,2017-05-07,22,notepad
2,76.54,2017-05-07,12,notepad
13,285.51,2017-05-07,19,notepad
4,242.75,2017-05-07,12,pens
2,12.4,2017-05-07,19,pens
2,85.24,2017-05-07,22,pens
3,43.71,2017-05-07,19,printer paper
4,796.68,2017-05-08,20,backpack
9,269.19,2017-05-08,10,binder
15,240.85,2017-05-08,20,binder
4,71.48,2017-05-08,10,envelopes
9,180.9,2017-05-08,20,envelopes
3,1580.73,2017-05-08,10,laptop
3,3009.21,2017-05-08,20,laptop
4,76.74,2017-05-08,10,notepad
11,247.01,2017-05-08,20,notepad
5,347.8,2017-05-08,10,pens
1,76.69,2017-05-08,20,pens
2,191.82,2017-05-09,10,backpack
12,145.25,2017-05-09,10,binder
5,137.11,2017-05-09,20,binder
8,139.28,2017-05-09,20,envelopes
1,1254.4,2017-05-09,20,laptop
4,100.42,2017-05-09,20,notepad
1,15.2,2017-05-09,20,printer paper
1,70.89,2017-05-10,14,backpack
5,707.45,2017-05-10,7,backpack
2,30.18,2017-05-10,14,binder
12,222.92,2017-05-10,7,binder
9,199.15,2017-05-10,14,envelopes
5,62.8,2017-05-10,17,envelopes
5,4786.65,2017-05-10,14,laptop
5,4163.5,2017-05-10,17,laptop
5,2478.45,2017-05-10,7,laptop
11,310.28,2017-05-10,14,notepad
3,85.53,2017-05-10,7,notepad
4,105.28,2017-05-10,7,pens
10,134.3,2017-05-10,7,printer paper
1,11.15,2017-05-10,14,printer paper
1,146.65,2017-05-11,21,backpack
5,677.65,2017-05-11,20,backpack
14,345.72,2017-05-11,21,binder
1,12.31,2017-05-11,20,binder
19,233.99,2017-05-11,20,envelopes
14,215.35,2017-05-11,21,envelopes
3,2230.08,2017-05-11,20,laptop
11,193.91,2017-05-11,21,notepad
7,140.34,2017-05-11,20,notepad
5,191.76,2017-05-11,21,pens
2,80.82,2017-05-11,5,pens
4,200.66,2017-05-11,20,pens
1,40.38,2017-05-11,21,printer paper
9,230.94,2017-05-11,20,printer paper
5,334.45,2017-05-13,23,backpack
1,111.24,2017-05-13,12,backpack
4,66.36,2017-05-13,12,binder
6,114.72,2017-05-13,23,binder
7,131.6,2017-05-13,23,envelopes
10,139.62,2017-05-13,12,envelopes
1,555.51,2017-05-13,12,laptop
1,1077.13,2017-05-13,23,laptop
1,20.8,2017-05-13,12,notepad
5,53.95,2017-05-13,23,notepad
3,30.24,2017-05-13,12,pens
10,390.2,2017-05-13,23,pens
7,149.38,2017-05-13,23,printer paper
1,121.02,2017-05-14,4,backpack
